Agent Name,Agent Address,Agent City,FY 18 Net Sales
BOSTON TAVERN,58 EAST GROVE ST,MIDDLEBORO,"$370,171.25"
MITCHELL MEMORIAL CLUB,29 ELM STREET,MIDDLEBORO,"$380,872.50"
SEVEN STAR LIQUORS,3 EAST GROVE UNIT A,MIDDLEBORO,"$389,413.50"
TIKI BUDDHA,10 MERCHANTS WAY,MIDDLEBORO,"$403,500.00"
FISHERS PUB,360 WAREHAM ST,MIDDLEBORO,"$437,226.50"
FREITAS LIQUOR,167 CENTER STREET,MIDDLEBORO,"$462,313.00"
HARRY'S BAR & GRILLE,407 W GROVE ST,MIDDLEBORO,"$467,579.50"
CENTER AVE CAFE,160 CENTRE AVE,MIDDLEBORO,"$479,802.50"
MIDDLEBORO DISCOUNT LIQUORS,422 W GROVE STREET,MIDDLEBORO,"$527,403.25"
A & A PETRO,381 WEST GROVE ST,MIDDLEBORO,"$549,994.00"
GAS DEPOT,5 STATION ST,MIDDLEBORO,"$606,773.50"
STORE 40,2 W GROVE ST,MIDDLEBORO,"$626,808.00"
CAPEWAY CONVENIENCE,578 WAREHAM ST,MIDDLEBORO,"$639,152.00"
SHELL MART,63 BEDFORD STREET,MIDDLEBORO,"$642,371.75"
HANNAFORD #8005,8 MERCHANTS  WAY,MIDDLEBORO,"$694,244.00"
NEW ENGLAND FARMS,447 WAREHAM ST,MIDDLEBORO,"$891,062.50"
LUCKY MINI MART,26 HIGH ST,MIDDLEBORO,"$893,124.25"
CUMBERLAND #6739,150 SO MAIN ST,MIDDLEBORO,"$946,594.75"
THE CONVENIENCE STORE,414 WEST GROVE ST,MIDDLEBORO,"$1,004,552.50"
TRUCCHI'S MARKET #6,438 WEST GROVE ST,MIDDLEBORO,"$1,028,675.00"
CUMBERLAND #6744,90 EAST  GROVE ST,MIDDLEBORO,"$1,036,600.75"
CIRCLE K #7519,47 HARDING ST,MIDDLEBORO,"$1,115,985.00"
KURTS CORNER,353 WAREHAM STREET,MIDDLEBORO,"$1,175,627.25"
VILLAGE MARKET,208 WAREHAM STREET,MIDDLEBORO,"$1,891,265.75"
STOP N SAVE,158 CENTER ST,MIDDLEBORO,"$2,187,374.75"
MIKES DISCOUNT LIQUORS,21 S MAIN ST,MIDDLETON,"$90,209.75"
MIDDLETON BEER & WINE,251 SO MAIN  STREET UNIT A,MIDDLETON,"$119,318.00"
DAVE'S CONV LIQUORS,170 N MAIN ST,MIDDLETON,"$172,966.25"
AMER LEGION POST #227,69 RIVER STREET,MIDDLETON,"$187,558.00"
CUMBERLAND #6708,4 SOUTH MAIN ST,MIDDLETON,"$206,366.75"
MARKET BASKET #45,230 S MAIN ST,MIDDLETON,"$692,562.50"
MAIN STREET GRILL,245 S MAIN ST,MIDDLETON,"$759,350.00"
HOWES STATION MARKET,229 MAPLE STREET,MIDDLETON,"$834,989.50"
JC GRILL PIZZA & CONVENIENCE,323 N MAIN ST,MIDDLETON,"$885,993.75"
RICHDALE CONVENIENCE,152 S MAIN ST,MIDDLETON,"$942,691.00"
US GAS,223 MAPLE ST,MIDDLETON,"$1,335,734.00"
CHINA VILLA,239 MAPLE ST,MIDDLETON,"$1,349,166.25"
RICHDALE,152 S MAIN ST,MIDDLETON,"$1,624,963.00"
FAST FREDDIES MOBIL,265 S MAIN ST,MIDDLETON,"$1,750,986.75"
RICHDALE,29 S MAIN ST,MIDDLETON,"$2,071,157.75"
LUCKY 9 BILLIARD & BAR,119 E MAIN ST,MILFORD,"$12,760.00"
JOHNNY JACKS RESTAURANT,220 MAIN ST,MILFORD,"$25,570.75"
CENTRAL GAS  & MARKET,186 CENTRAL ST,MILFORD,"$32,030.25"
RITE AID 10104,5 MEDWAY ROAD,MILFORD,"$32,782.00"
THOMAS MART,2 CAPE ROAD,MILFORD,"$46,283.50"
RITE AID 10103,98 PROSPECT ST,MILFORD,"$47,709.50"
JP BEER & WINE,134 SOUTH MAIN STREET,MILFORD,"$56,059.25"
HICKEY'S PACKAGE STORE,396 E MAIN ST-UNIT 7C,MILFORD,"$64,229.50"
RITE AID 10104,5 MEDWAY ROAD,MILFORD,"$78,729.50"
RITE AID 10103,98 PROSPECT STREET,MILFORD,"$94,918.75"
BANNERS,146 SOUTH MAIN STREET,MILFORD,"$115,963.50"
CENTRAL TRAVEL,64 CENTRAL ST,MILFORD,"$130,876.75"
ARCOS MARKET,34 MAIN ST,MILFORD,"$132,581.00"
QUICK SHOP,124 EAST MAIN ST,MILFORD,"$143,756.50"
AROMA BRAZIL,2 BEACH ST,MILFORD,"$166,526.50"
GENES VARIETY,80 WATER STREET,MILFORD,"$184,140.00"
MILFORD PACKAGE STORE,270 MAIN ST,MILFORD,"$222,943.75"
TOKYO JAPANESE STEAKHOUSE,121 DEPOT STREET,MILFORD,"$250,333.00"
LIQUOR WORLD,9 MEDWAY ROAD,MILFORD,"$257,149.00"
SAM'S ENERGY,267 MAIN ST,MILFORD,"$277,606.00"
PEPPERONCINI'S,201 E MAIN ST,MILFORD,"$316,811.50"
CENTRAL TAVERN,31 CENTRAL ST,MILFORD,"$326,967.75"
TURTLE TAVERN,72 MAIN ST,MILFORD,"$333,994.00"
CAFFE SORRENTO,143 CENTRAL ST,MILFORD,"$358,193.50"
PURCHASE STREET MARKET,89 PURCHASE ST,MILFORD,"$383,236.25"
ITAL AMER VETS POST 40,4 HAYWARD FIELD,MILFORD,"$448,781.50"
THE TRADESMEN,284 WEST STREET,MILFORD,"$484,923.00"
COUNTRY SIDE LIQUORS,170 CENTRAL ST,MILFORD,"$490,982.50"
WEST STREET LIQUORS,61 WEST STREET,MILFORD,"$581,238.50"
RICHDALE,49 MAIN ST,MILFORD,"$589,607.75"
ROUTE 85 MOBIL,134 CEDAR ST,MILFORD,"$596,627.25"
TD'S PUB,68 WATER ST,MILFORD,"$625,497.25"
CHARLIE'S MINI MART,36 SCHOOL ST,MILFORD,"$645,059.50"
BIG Y #104,7 MEDWAY RD,MILFORD,"$651,162.25"
MAC PACKAGE STORE,96 PROSPECT STREET,MILFORD,"$667,078.00"
STOP & SHOP # 2418,126 MEDWAY RD,MILFORD,"$782,929.00"
QUICK MART,58 SO MAIN ST,MILFORD,"$813,666.25"
SHAWS 677,93 PROSPECT STREET,MILFORD,"$878,915.00"
7-ELEVEN 35487-A,127 MAIN ST,MILFORD,"$1,004,721.25"
CEDAR STREET MARKET,100 E MAIN ST,MILFORD,"$1,043,429.75"
BISON BURGER,67 MEDWAY RD,MILFORD,"$1,112,024.00"
7-ELEVEN 37366,49 MAIN ST,MILFORD,"$1,122,288.75"
PETERS MARKET,75 PURCHASE STREET,MILFORD,"$1,576,237.25"
MILFORD MINI MART,194 WEST ST,MILFORD,"$1,987,430.25"
ROUTE 109 MOBIL,140 MEDWAY RD,MILFORD,"$2,083,087.00"
MAIN ST MARKET,315 MAIN ST,MILFORD,"$2,571,804.75"
LENNYS LIQUORS,146 WORC PROV TURNPIKE,MILLBURY,"$14,231.00"
SCANNELLS PACKAGE,34 MAIN ST,MILLBURY,"$34,536.75"
RITE AID 10086,25 MAIN ST,MILLBURY,"$73,826.00"
RITE AID 10086,25 MAIN STREET,MILLBURY,"$130,760.50"
LENNY'S LIQUORS,146 WORC PROV TURNPIKE,MILLBURY,"$137,003.75"
AK MILLBURY PACKAGE STORE,34 MAIN STREET,MILLBURY,"$142,298.50"
MILLBURY LIQUORS,123 MAIN ST,MILLBURY,"$311,682.50"
MILL TOWNE TAVERN,49 ELM STREET,MILLBURY,"$329,002.50"
LIBERTY HEIGHTS CAFE,1511 GRAFTON ROAD,MILLBURY,"$438,552.00"
MILLBURY OLD TIME INN,29 CANAL STREET,MILLBURY,"$517,880.25"
WHEELOCK INN,82 WHEELOCK DRIVE,MILLBURY,"$530,785.25"
JT'S CORNER STORE,238 MILLBURY AVE,MILLBURY,"$581,375.50"
GORETTI SUPERMARKETS,1 PROVIDENCE STREET,MILLBURY,"$1,059,647.50"
MILLBURY XTRA MART,100 WORC PROV HWY,MILLBURY,"$1,227,559.50"
NEW ST CHARLES HOTEL,126 WEST MAIN ST,MILLBURY,"$1,234,973.75"
VILLAGE KNOLL VARIETY,107 WEST MAIN STREET,MILLBURY,"$1,639,722.50"
RIVERSIDE,54 CANAL ST,MILLBURY,"$2,994,786.25"
CARROLL'S MARKET,33 EAST MAIN ST,MILLERS FALLS,"$355,598.00"
MILLERS PUB,25 E MAIN ST,MILLERS FALLS,"$434,023.50"
ONE STOP LIQUORS,979 MAIN ST,MILLIS,"$4,146.50"
NAPPER TANDY'S,979 MAIN STREET UNIT 1-2,MILLIS,"$27,776.00"
RICHDALE FOOD SHOP,132 EXCHANGE ST,MILLIS,"$29,694.75"
LUMPY'S LIQUORS,979 MAIN STREET,MILLIS,"$53,799.00"
FIFTH AVE WINE - SPIRITS,20 MILLISTON RD,MILLIS,"$102,086.75"
RICHDALE FOOD SHOP,128 EXCHANGE ST,MILLIS,"$424,515.75"
AMVETS POST #495,404 VILLAGE STREET,MILLIS,"$461,026.50"
HARKEY'S WINE & SPIRITS,1138 MAIN ST,MILLIS,"$493,526.50"
7-ELEVEN 37507,127 EXCHANGE ST,MILLIS,"$528,822.75"
ROCHE BROS #106,MILLISTON ST,MILLIS,"$651,010.25"
G.M.I. GAS INC,972 MAIN ST,MILLIS,"$851,184.75"
VICTORY LANE,32 EXCHANGE ST,MILLIS,"$1,119,600.75"
NAMASTE,915 MAIN STREET,MILLIS,"$1,333,016.25"
POLISH AMER CITZN CLUB,37 IRONSTONE ST,MILLVILLE,"$114,079.50"
THE POT BELLY PUB,187 MAIN ST,MILLVILLE,"$474,208.50"
GEORGE'S VARIETY,32 CENTRAL ST,MILLVILLE,"$917,915.50"
MILTON FUEL,352 GRANITE AVE,MILTON,"$160,968.00"
SUPER PETROLEUM,310 GRANITE AVE,MILTON,"$301,947.50"
E MILTON PACKAGE STORE,368 GRANITE ST,MILTON,"$376,559.00"
7-ELEVEN 37450,98 HOUSTON AVE,MILTON,"$758,163.25"
CENTRAL LIQUOR MART,26 CENTRAL AVE,MILTON,"$842,611.25"
7-ELEVEN 37466,590 RANDOLPH AVE,MILTON,"$1,038,947.00"
PLEASANT DELI MARKET,330 PLEASANT ST,MILTON,"$1,336,779.50"
MILTON FOOD MART,133 BROOK RD,MILTON,"$1,768,795.00"
A1 PACKAGE MARKET,130 PALMER RD,MONSON,"$16,065.00"
RITE AID 10055,117 MAIN ST,MONSON,"$25,059.75"
BETH & DEB'S FAMILY DINING,107 MAIN ST,MONSON,"$31,107.00"
RITE AID 10055,117 MAIN ST,MONSON,"$53,305.50"
BIG GUY LIQUORS,145 PALMER RD,MONSON,"$120,032.25"
TEE-JAY'S INC,143 PALMER ROAD,MONSON,"$251,094.50"
A1 PACKAGE MARKET,130 PALMER ROAD,MONSON,"$378,821.75"
ADAMS IGA SUPERMARKET,115 MAIN ST,MONSON,"$436,494.75"
MONSON WOODBINE COUNTRY ST,170 MAIN ST,MONSON,"$1,438,489.25"
MONTAGUE VILLAGE STORE,60 MAIN ST,MONTAGUE,"$68,508.00"
CUMBERLAND #2298,435 SHORE ROAD,MONUMENT BEACH,"$699,593.00"
RITE AID 10072,60 LINCOLN ST,N ADAMS,"$36,644.75"
DAVE'S PACKAGE STORE,8 RIVER ST,N ADAMS,"$41,587.50"
EZ MART FOODS OF MA,232 ASHLAND STREET,N ADAMS,"$49,229.50"
GREYLOCK BOWL & GOLF INC,41 ROBERTS DR,N ADAMS,"$82,028.00"
RITE AID 10072,60 LINCOLN STREET,N ADAMS,"$94,258.25"
VALLEY PARK LANES,1274 CURRAN HWY,N ADAMS,"$156,487.75"
AMERICAN LEGION 125,AMERICAN LEGION DR,N ADAMS,"$213,143.00"
WHITNEY'S BEVERAGE SHOP,142 AMERICAN LEGION DRIVE,N ADAMS,"$215,917.50"
KEY WEST LOUNGE,159 STATE ST,N ADAMS,"$278,784.00"
HOT DOG RANCH,310 STATE ST,N ADAMS,"$344,426.50"
STATE RD GETTY MART,326 STATE RD,N ADAMS,"$350,088.50"
NORTH ADAMS GETTY,148 EAGLE ST,N ADAMS,"$407,245.25"
GREYLOCK COMM CLUB,548 STATE RD,N ADAMS,"$423,483.00"
THE CORNER MARKET,110 RIVER ST,N ADAMS,"$638,254.25"
BIG Y #26,45 VETS MEMORIAL DR,N ADAMS,"$695,583.50"
ED'S VARIETY,524 UNION STREET,N ADAMS,"$696,896.00"
WEST PACKAGE STORE,367 STATE RD,N ADAMS,"$702,325.50"
STOP & SHOP #784,876 STATE ROAD,N ADAMS,"$785,007.25"
CONVENIENCE PLUS #3718,458 CURRAN HWY,N ADAMS,"$905,681.00"
NO ADAMS XTRA MART,232 ASHLAND ST,N ADAMS,"$1,136,518.25"
CUMBERLAND #6691,594 UNION ST,N ADAMS,"$1,366,025.00"
CUMBERLAND #6743,1366 CURRAN HWY,N ADAMS,"$1,831,592.75"
CUMBERLAND #6772,245 ASHLAND STREET,N ADAMS,"$1,887,561.25"
WATROBA'S LIQUORS,79 SUNDERLAND RD,N AMHERST,"$78,957.75"
RITE AID 10117,525 TURNPIKE ST,N ANDOVER,"$6,720.00"
LA BOTTEGA WINE & BEER,1820 TURNPIKE ST,N ANDOVER,"$12,740.25"
RITE AID 10117,525 TURNPIKE ST,N ANDOVER,"$36,923.75"
WINE AND BEER AT THE ANDOVERS,342 WINTHROP AVE,N ANDOVER,"$65,118.50"
CULPEPPERS PUB & GRILL,815 TURNPIKE ST,N ANDOVER,"$66,040.00"
NO ANDOVER RACE WAY,1503 OSGOOD ST,N ANDOVER,"$117,467.50"
MC ALOON'S LIQUORS,531 CHICKERING RD,N ANDOVER,"$149,563.00"
WINE & BEER AT THE ANDOVERS,342 WINTHROP AVE,N ANDOVER,"$231,936.25"
DEN ROCK LIQUOR MART,54 PETERS STREET,N ANDOVER,"$259,703.25"
ROLF'S,39 MAIN ST,N ANDOVER,"$516,156.50"
A L PRIME ENERGY,1725 TURNPIKE STREET,N ANDOVER,"$538,559.50"
64 MAIN STREET LIQUORS,64 MAIN ST,N ANDOVER,"$576,114.50"
VFW CLUB #2104,32 PARK ST,N ANDOVER,"$601,268.00"
SAM'S MOBIL,12 MASS AVE,N ANDOVER,"$650,297.25"
J & M CONVENIENCE STORE,701 SALEM ST,N ANDOVER,"$652,453.75"
STOP & SHOP #092,757 TURNPIKE HWY,N ANDOVER,"$899,498.50"
MARKET BASKET #12,350 WINTHROP AVE,N ANDOVER,"$990,640.75"
QUIC PIC,533 CHICKERING RD,N ANDOVER,"$1,524,342.75"
MIKE'S MARKET,220 MIDDLESEX STREET,N ANDOVER,"$1,547,687.75"
ARTIE'S CORNER,4 MAIN STREET,N ANDOVER,"$2,632,510.50"
RICHDALE,75 CHICKERING RD,N ANDOVER,"$3,993,090.25"
SALON 2000,80 E WASHINGTON ST,N ATTLEBORO,"$7,803.00"
INDIA BAZAR,575 EAST WASHINGTON STREET,N ATTLEBORO,"$8,783.75"
RITE AID 10211,475 E WASHINGTON ST,N ATTLEBORO,"$13,651.75"
MOON MART & SMOKE SHOP,552 KELLEY BLVD,N ATTLEBORO,"$19,994.00"
PARK IT MARKET,867 E WASHINGTON ST,N ATTLEBORO,"$26,140.75"
RITE AID 10211,475 E WASHINGTON ST,N ATTLEBORO,"$40,406.75"
CIGAR & TOBACCO EMPORIUM,425 E WASHINGTON STREET,N ATTLEBORO,"$51,521.75"
TOWN MARKET,59 N WASHINGTON ST,N ATTLEBORO,"$80,715.75"
CHRIS GASBARRO'S FINE WINE,1212 S WASHINGTON ST,N ATTLEBORO,"$82,681.50"
GRIDIRON LIQUORS,693 E WASHINGTON ST,N ATTLEBORO,"$84,663.75"
NORTH BOWL,71 E WASHINGTON ST,N ATTLEBORO,"$103,226.75"
SPEEDWAY #2506,788 E WASHINGTON ST,N ATTLEBORO,"$137,208.50"
DOUGLAS DISCOUNT LIQUORS,5 ROBERT TONER BLVD,N ATTLEBORO,"$138,351.00"
THOMAS ENERGY,563 SO WASHINGTON STREET,N ATTLEBORO,"$217,723.50"
BOBS MARKET-LITTLE STORE,42 ARNOLD ROAD,N ATTLEBORO,"$268,317.50"
CITY SPIRITS NORTH,271 E WASHINGTON ST,N ATTLEBORO,"$270,139.75"
BOULEVARD WINE & LIQ,584 KELLY BOULEVARD,N ATTLEBORO,"$291,614.75"
SPEEDWAY #2474,154 N WASHINGTON ST,N ATTLEBORO,"$295,638.25"
B P O ELKS #1011,52 BULFINCH,N ATTLEBORO,"$314,930.00"
7-ELEVEN 40125,591 KELLEY BLVD,N ATTLEBORO,"$353,245.75"
FALLS A/C,8 STACK RD,N ATTLEBORO,"$443,025.25"
SHAWS 1412,125 TONER BLVD,N ATTLEBORO,"$482,676.00"
SUNOCO A PLUS #2202,591 KELLEY BLVD,N ATTLEBORO,"$487,135.50"
GALAXY NEWSTAND,999 S WASHINGTON STREET,N ATTLEBORO,"$514,409.50"
BARRETTS ALEHOUSE,11 ROBERT TONER BLVD,N ATTLEBORO,"$569,440.50"
N ATTLEBORO LIQUOR WORLD,124 PARK ST,N ATTLEBORO,"$619,375.50"
CUMBERLAND #0170,581 KELLY BLVD,N ATTLEBORO,"$747,484.75"
TRIBORO GULF,55 ROBERT TONER BLVD,N ATTLEBORO,"$777,666.25"
CUMBERLAND #0188,150 COMMONWEALTH AVE,N ATTLEBORO,"$781,879.25"
GULF EXPRESS,877 S WASHINGTON ST,N ATTLEBORO,"$838,484.75"
STOP & SHOP #490,206 E WASHINGTON ST,N ATTLEBORO,"$893,644.75"
COLBEA #56,890 S WASHINGTON ST,N ATTLEBORO,"$894,303.00"
COLBEA #55,461 E WASHINGTON ST,N ATTLEBORO,"$896,530.75"
7-ELEVEN 37509,4 ELM ST,N ATTLEBORO,"$1,274,119.00"
STEVENS MARKET,205 SMITH ST,N ATTLEBORO,"$1,324,374.00"
PICK N PAY FOOD MART,54 S WASHINGTON ST,N ATTLEBORO,"$1,888,138.25"
SAM FOOD STORE - NE VALERO,120S WASHINGTON ST,N ATTLEBORO,"$1,946,244.00"
BILLERICA LIQUORS,247 BOSTON ROAD,N BILLERICA,"$239,758.50"
LINCOLN LIQUORS,199 BOSTON ROAD # 3,N BILLERICA,"$267,575.50"
SPEEDWAY #2452,192 BOSTON RD,N BILLERICA,"$395,928.50"
WEST BILLERICA LIQUORS,135A NASHUA RD,N BILLERICA,"$411,580.75"
BILLERICA MOOSE LODGE #2648,104 BOSTON ROAD,N BILLERICA,"$478,665.50"
CUMBERLAND #3493,301 BOSTON RD,N BILLERICA,"$492,587.75"
KELLY'S IRON HORSE LIQUORS,134 POLLARD ST,N BILLERICA,"$573,630.00"
VARIETY PLUS,135 NASHUA RD,N BILLERICA,"$826,827.00"
MARKET BASKET #44,199 BOSTON ROAD,N BILLERICA,"$837,263.25"
VFW SOLOMON POST,12 PHINEY ST,N BILLERICA,"$840,927.50"
GARRISON'S,303 BOSTON RD,N BILLERICA,"$1,089,539.25"
WULOON MING REST,8 CHELMSFORD RD,N BILLERICA,"$1,319,673.25"
RICHDALE,161 BOSTON ROAD,N BILLERICA,"$3,091,694.00"
7-ELEVEN 32481-B,314 BOSTON RD,N BILLERICA,"$3,175,926.00"
TIME OUT,31 EAST BROOKFIELD ROAD,N BROOKFIELD,"$41,657.50"
HANNAFORD #8011,5 GILBERT ST,N BROOKFIELD,"$322,760.50"
BOB'S DELI & VARIETY,39 GROVE ST,N BROOKFIELD,"$369,652.50"
ST JEAN'S COUNTRY PACKAGE,221 N MAIN ST,N BROOKFIELD,"$443,177.50"
STILL HARTS CAFE,47 FOREST ST,N BROOKFIELD,"$501,069.00"
CUMBERLAND #6648,225 N MAIN ST,N BROOKFIELD,"$1,008,198.25"
VINAL SQ CRAFT BEER & PREMIUM,11 VINAL SQ,N CHELMSFORD,"$57,660.00"
THE ESTABLISHMENT,75 PRINCETON ST,N CHELMSFORD,"$148,764.50"
TRIANGLE STORE & DELI,148 GROTON RD,N CHELMSFORD,"$349,427.50"
AMERICAN LEGION 313,90 GROTON RD,N CHELMSFORD,"$520,204.50"
VILLAGE VARIETY,11 DUNSTABLE RD,N CHELMSFORD,"$552,459.00"
KASTORE RESTAURANT & LOUNGE,100 TYNGSBORO ROAD,N CHELMSFORD,"$891,173.50"
PRINCETON STATION,147 PRINCETON ST,N CHELMSFORD,"$1,380,622.00"
PETRO PLUS CHELMSFORD,188 PRINCETON ST,N CHELMSFORD,"$1,396,573.00"
BJ'S WHOLESALE #23,460 STATE RD,N DARTMOUTH,"$157,153.50"
NO DARTMOUTH SHELL,831 STATE RPAD,N DARTMOUTH,"$224,204.25"
GOLD STAR MARKET,634 STATE RD,N DARTMOUTH,"$311,006.25"
SPEEDWAY #2476,91 FAUNCE CORNER RD,N DARTMOUTH,"$344,235.50"
C & S VARIETY,659 FAUNCE CORNER RD,N DARTMOUTH,"$498,095.75"
44 LIQUORS,2035 WINTHROP ST,N DIGHTON,"$59,571.00"
MT HOPE VILLAGE LIQUORS,102 LINCOLN AVENUE,N DIGHTON,"$212,095.00"
MT HOPE LIQUOR,102 LINCOLN AVENUE,N DIGHTON,"$348,227.00"
THE NEW FAST MART,420 SOMERSET AVE,N DIGHTON,"$441,388.50"
MOBIL,1995 WINTHROP ST,N DIGHTON,"$527,340.75"
NAUSET MARKET,5030 STATE HIGHWAY,N EASTHAM,"$144,775.75"
EASTHAM SHELL,4565 STATE HWY,N EASTHAM,"$225,005.25"
VILLAGE GREEN GENERAL STORE,50 BRACKET RD     #4,N EASTHAM,"$837,448.00"
RITE AID 10181,690 DEPOT STREET,N EASTON,"$10,034.75"
RITE AID 10181,690 DEPOT STREET,N EASTON,"$54,545.50"
SUNDELLS,76 MAIN STREET,N EASTON,"$192,516.25"
ROCHE BROS #116,25 WASHINGTON ST,N EASTON,"$648,253.75"
UNION VILLA,190 WASHINGTON ST,N EASTON,"$786,946.25"
WILD HARBOR GENERAL STORE,200 OLD MAIN RD,N FALMOUTH,"$44,789.00"
NORTH FALMOUTH SUPERETTE,279 OLD MAIN ROAD,N FALMOUTH,"$365,265.00"
HOLLY PARK VARIETY,580-A NO FALMOUTH,N FALMOUTH,"$372,934.50"
VILLAGE PANTRY,372 N FALMOUTH HWY,N FALMOUTH,"$996,149.50"
GRAFTON PIZZA,204 WORCESTER STREET #4,N GRAFTON,"$91,833.25"
FIVE STAR LIQUORS,197 WORCESTER ST,N GRAFTON,"$333,188.25"
NEW ULTRAMART CONVENIENCE,215 WORCESTER STREET,N GRAFTON,"$611,941.00"
OLD POST OFFICE PUB,1 RAY ST,N GRAFTON,"$665,061.75"
CUMBERLAND #6746,217 WORCESTER ST,N GRAFTON,"$1,102,749.50"
LAKE RIPPLE XTRA MART,87 WORCESTER RD,N GRAFTON,"$1,570,900.75"
THE HATFIELD PUB,312 WEST ST,N HATFIELD,"$301,759.25"
OXFORD MARKET,676 NORTH MAIN STREET,N OXFORD,"$307,264.50"
PINE RIDGE COUNTRY CLUB,28 PLEASANT ST,N OXFORD,"$367,433.00"
MEIJA ASIAN CUISINE,24 LEICESTER ST,N OXFORD,"$377,555.00"
NO OXFORD XTRA MART,93 SOUTHBRIDGE RD,N OXFORD,"$671,685.25"
NOURIA #4020,138 SOUTHBRIDGE ST,N OXFORD,"$804,842.00"
CUMBERLAND #0203,200 SOUTHBRIDGE RD,N OXFORD,"$1,093,855.25"
PERIWINKLES PUB & RESTAURANT,206 SOUTHBRIDGE ST,N OXFORD,"$1,211,504.50"
RITE AID 10171,475 HANCOCK ST,N QUINCY,"$14,940.50"
SOUTH SHORE CHECK CASH,416 HANCOCK ST,N QUINCY,"$39,850.00"
ROBERT I NICKERSON POST,20 MOON ISLAND ROAD,N QUINCY,"$232,972.00"
CADDY MARINE CORP LEAGUE,111 NEWBURY AVENUE,N QUINCY,"$235,210.00"
BEST WESTERN ADAMS INN,29 HANCOCK STREET,N QUINCY,"$238,779.75"
DANNY'S HARDWARE,53 BILLINGS ROAD,N QUINCY,"$255,588.25"
REAGLE BEAGLE LIQUORS,385 HANCOCK ST,N QUINCY,"$315,394.25"
THE CHANTEY AT MARINA BAY,333 VICTORY RD,N QUINCY,"$417,094.75"
7-ELEVEN 32471,363 HANCOCK ST,N QUINCY,"$478,634.75"
TOBACCO TREASURES III,1776 HERITAGE DRIVE,N QUINCY,"$622,436.50"
7-ELEVEN 32471-B,363 HANCOCK ST,N QUINCY,"$693,235.25"
KIM MARKET,161 NEWBURY AVE,N QUINCY,"$869,268.25"
SPEEDWAY #2510,238 HANCOCK ST,N QUINCY,"$882,615.25"
BIG Y #102,475 HANCOCK ST,N QUINCY,"$913,345.25"
THE IRISH PUB,51 BILLINGS RD,N QUINCY,"$965,103.00"
ATLANTIC MARKET & LIQUOR,243-247 ATLANTIC ST,N QUINCY,"$1,038,209.00"
7-ELEVEN 37465,751 E SQUANTUM ST,N QUINCY,"$1,362,767.75"
RED APPLE FOOD SHOP,48 BILLINGS ROAD,N QUINCY,"$1,537,613.25"
MULLANEY'S VARIETY,205 W SQUANTUM ST,N QUINCY,"$1,637,036.00"
STOP & SHOP #020,65 NEWPORT AVE,N QUINCY,"$1,988,088.50"
SAMS VARIETY,125 BILLINGS RD,N QUINCY,"$2,912,344.75"
GINGER GOURMET,265 MAIN STREET,N READING,"$34,442.00"
CHRISTOPHER CLUB,250 MAIN ST,N READING,"$119,300.00"
ONE STOP LIQUORS,265 MAIN ST-UNIT #2,N READING,"$165,616.00"
NEW ENGLAND BEVERAGE,160 MAIN ST,N READING,"$167,293.50"
EAST GATE LIQUORS,20 C MAIN ST,N READING,"$261,832.25"
RYERS STORE,162 PARK STREET,N READING,"$269,234.25"
N READING LODGE OF MOOSE,140 NORTH STREET,N READING,"$393,395.25"
SPEEDWAY #2418,231 MAIN ST,N READING,"$605,926.25"
CHRISTOPHER'S MARKET,2 WASHINGTON ST,N READING,"$609,060.00"
28 CONVENIENCE STORE,4 LOWELL ROAD 1,N READING,"$669,078.50"
SPORTS SPIRITS AND STEAKS,178 MAIN STREET,N READING,"$723,849.00"
CHRISTOPHERS MARKET,2 WASHINGTON ST,N READING,"$842,841.75"
STOP & SHOP #2406,265 MAIN ST,N READING,"$851,057.75"
RICHDALE CONVENIENCE STORE,4 LOWELL ROAD UNIT 1,N READING,"$1,107,964.50"
7-ELEVEN 30238-C,237 MAIN ST,N READING,"$1,893,850.00"
CONVENIENCE PLUS,7 MAIN ST,N READING,"$2,398,519.25"
RT 28 LUCKY MART,202 NORTH STREET,N READING,"$2,431,066.75"
KITTY'S RESTAURANT,123 MAIN ST,N READING,"$3,422,368.50"
UXBRIDGE PROGRESSIVE CLB,18 WHITIN STREET,N UXBRIDGE,"$344,497.00"
UXBRIDGE FOOD MART,2 WEST HARTFORD AVE,N UXBRIDGE,"$828,957.50"
THE CLIFF HANGER,220 BRIDGE ST,N WEYMOUTH,"$191,924.00"
MACY'S BEACHWAY LIQUORS,701 BRIDGE ST,N WEYMOUTH,"$304,506.50"
QUICK 6 DISCOUNT LIQUORS,321 BRIDGE ST,N WEYMOUTH,"$350,016.00"
THE MOORING BAR & GRILL,117 BRIDGE STREET,N WEYMOUTH,"$443,418.50"
CATHAY CENTER RESTAURANT,203 BRIDGE ST,N WEYMOUTH,"$1,006,898.50"
METRO CONVENIENCE,230 BRIDGE ST,N WEYMOUTH,"$1,504,293.75"
7-ELEVEN 37411,11 SEA ST,N WEYMOUTH,"$1,823,603.75"
NAHANT GOLF CLUB,1 WILLOW RD,NAHANT,"$43,168.00"
NAHANT MARKET,271 CASTLE ROAD,NAHANT,"$407,439.50"
SEASIDE VARIETY,141 NAHANT RD,NAHANT,"$698,577.25"
RICHLAND CONVENIENCE STORE,332 NAHANT ROAD,NAHANT,"$1,014,114.50"
